episode,episode_variant,controller,scenario_id,scenario_name,mode,frame_id,start_row,start_col,goal_row,goal_col,start_obstacle_risk,goal_obstacle_risk,success,collided,done_reason,steps,path_length,start_distance,final_distance,path_efficiency,mean_obstacle_risk,max_obstacle_risk,min_obstacle_margin,mean_hazard_risk,max_hazard_risk,hazard_exposure_steps,joint_hazard_obstacle_steps,shield_interventions,shield_intervention_rate,elapsed_ms,trajectory_png
59,0,ppo_shield,stress_density,Stress Density,stereo,0040,2,2,29,9,0.0,0.0,1,0,goal_reached,27,34.87005768508882,27.892651361962706,0.0,0.7999026446661199,0.0,0.0,0.95,0.10694747309421317,0.3891279995441437,0,0,14,0.5185185185185185,41.39566700177966,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_059_ppo_shield_stress_density_stereo_trajectory.png
60,0,ppo_shield,stress_density,Stress Density,mono,0040,2,2,29,9,0.0,0.0,1,0,goal_reached,27,38.18376618407357,27.892651361962706,0.0,0.7304845527154081,0.0,0.0,0.95,1.04926645281408e-05,6.46051048533991e-05,0,0,10,0.37037037037037035,43.71674999856623,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_060_ppo_shield_stress_density_mono_trajectory.png
61,1,ppo_shield,baseline_open,Baseline Open,stereo,0020,2,4,37,44,0.0,0.11516202986240387,1,0,goal_reached,63,82.05382386916231,53.150729063673246,0.0,0.6477544440637396,0.10848885619270732,0.43769291043281555,0.5123070895671844,0.07218780761119624,0.47520506381988525,0,0,27,0.42857142857142855,94.60758299974259,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_061_ppo_shield_baseline_open_stereo_trajectory.png
62,1,ppo_shield,baseline_open,Baseline Open,mono,0020,2,4,37,44,0.0,0.0,1,0,goal_reached,41,56.740115370177584,53.150729063673246,0.0,0.9367398835358923,0.00393151030653999,0.16512343287467957,0.7848765671253204,0.03301189309878913,0.3608032464981079,0,0,4,0.0975609756097561,60.63575000007404,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_062_ppo_shield_baseline_open_mono_trajectory.png
63,1,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,9,12,47,1,0.49035486578941345,0.0,0,0,max_steps,200,282.8427124746201,39.56008088970496,39.56008088970496,0.0,0.5204897138906356,0.5509259104728699,0.3990740895271301,0.01685389031225176,0.019639182835817337,0,0,200,1.0,288.9317500012112,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_063_ppo_shield_dense_corridor_stereo_trajectory.png
64,1,ppo_shield,dense_corridor,Dense Corridor,mono,0050,9,12,47,1,0.21547067165374756,0.0,1,0,goal_reached,39,54.740115370177584,39.56008088970496,0.0,0.7226890301962589,0.005386766791343689,0.21547067165374756,0.7345293283462524,0.00027233252316300583,0.002580658532679081,0,0,25,0.6410256410256411,55.509624999103835,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_064_ppo_shield_dense_corridor_mono_trajectory.png
65,1,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,9,12,47,1,0.49035486578941345,0.0,0,0,max_steps,200,282.8427124746201,39.56008088970496,39.56008088970496,0.0,0.5204897138906356,0.5509259104728699,0.3990740895271301,2.9042714114117887e-05,3.4176242479588836e-05,0,0,200,1.0,291.7120829988562,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_065_ppo_shield_obstacle_cluster_stereo_trajectory.png
66,1,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,9,12,47,1,0.21547067165374756,0.0,1,0,goal_reached,39,54.740115370177584,39.56008088970496,0.0,0.7226890301962589,0.005386766791343689,0.21547067165374756,0.7345293283462524,0.0015056600134307541,0.00701216422021389,0,0,25,0.6410256410256411,57.69458400027361,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_066_ppo_shield_obstacle_cluster_mono_trajectory.png
67,1,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,2,4,45,35,0.0,0.0,1,0,goal_reached,46,60.91168824543139,53.009433122794285,0.0,0.870267015243502,0.06325518250703177,0.446180522441864,0.5038194775581359,0.16845597399410606,0.7565454244613647,1,0,14,0.30434782608695654,66.22545899881516,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_067_ppo_shield_lateral_maneuver_stereo_trajectory.png
68,1,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,2,4,45,35,0.0,0.036651235073804855,1,0,goal_reached,43,60.811183182043045,53.009433122794285,0.0,0.8717053401856429,0.0008329826153137467,0.036651235073804855,0.9133487649261951,0.06650104395453772,0.774375855922699,1,0,6,0.13953488372093023,63.47829199876287,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_068_ppo_shield_lateral_maneuver_mono_trajectory.png
69,1,ppo_shield,stress_density,Stress Density,stereo,0040,2,4,29,7,0.0,0.0,1,0,goal_reached,27,38.18376618407357,27.16615541441225,0.0,0.7114582486036498,0.0,0.0,0.95,0.05958196260351568,0.33995410799980164,0,0,12,0.4444444444444444,40.829375000612345,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_069_ppo_shield_stress_density_stereo_trajectory.png
70,1,ppo_shield,stress_density,Stress Density,mono,0040,2,4,29,7,0.0,0.07040894776582718,1,0,goal_reached,27,38.18376618407357,27.16615541441225,0.0,0.7114582486036498,0.002514605277350971,0.07040894776582718,0.8795910522341728,0.0006855064896203739,0.009514075703918934,0,0,12,0.4444444444444444,39.21449999688775,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_070_ppo_shield_stress_density_mono_trajectory.png
71,2,ppo_shield,baseline_open,Baseline Open,stereo,0020,4,2,36,46,0.0,0.0,1,0,goal_reached,52,69.39696961966995,54.405882034941776,0.0,0.7839806598632935,0.07450355005995282,0.43769291043281555,0.5123070895671844,0.01806526019760409,0.09567324072122574,0,0,18,0.34615384615384615,76.81779199992889,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_071_ppo_shield_baseline_open_stereo_trajectory.png
72,2,ppo_shield,baseline_open,Baseline Open,mono,0020,4,2,36,46,0.0,0.0,1,0,goal_reached,46,63.39696961966995,54.405882034941776,0.0,0.8581779596301312,0.0,0.0,0.95,0.13178243433998382,0.492336243391037,0,0,8,0.17391304347826086,67.1322499983944,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_072_ppo_shield_baseline_open_mono_trajectory.png
73,2,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,11,9,45,2,0.0,0.0,1,0,goal_reached,35,49.083261120685215,34.713109915419565,0.0,0.7072290863084152,0.0,0.0,0.95,0.17669756151719085,0.4742642939090729,0,0,21,0.6,50.09937499926309,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_073_ppo_shield_dense_corridor_stereo_trajectory.png
74,2,ppo_shield,dense_corridor,Dense Corridor,mono,0050,11,9,45,2,0.0,0.0,1,0,goal_reached,35,49.083261120685215,34.713109915419565,0.0,0.7072290863084152,0.0,0.0,0.95,0.04765689971783556,0.21345826983451843,0,0,21,0.6,50.035541997203836,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_074_ppo_shield_dense_corridor_mono_trajectory.png
75,2,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,11,9,45,2,0.0,0.0,1,0,goal_reached,35,49.083261120685215,34.713109915419565,0.0,0.7072290863084152,0.0,0.0,0.95,0.023062745070088257,0.2779422998428345,0,0,21,0.6,50.071707999450155,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_075_ppo_shield_obstacle_cluster_stereo_trajectory.png
76,2,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,11,9,45,2,0.0,0.0,1,0,goal_reached,35,49.083261120685215,34.713109915419565,0.0,0.7072290863084152,0.0,0.0,0.95,0.020209977430383295,0.09088460355997086,0,0,21,0.6,51.19370800093748,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_076_ppo_shield_obstacle_cluster_mono_trajectory.png
77,2,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,4,2,44,37,0.0,0.0,1,0,goal_reached,44,58.49747468305829,53.150729063673246,0.0,0.9085986933905449,0.06099965521651837,0.45679014921188354,0.4932098507881164,0.12632303999677486,0.49008801579475403,0,0,11,0.25,63.69016700045904,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_077_ppo_shield_lateral_maneuver_stereo_trajectory.png
78,2,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,4,2,44,37,0.0,0.0,1,0,goal_reached,41,57.56854249492377,53.150729063673246,0.0,0.9232599395470178,0.0,0.0,0.95,0.00018710212207162326,0.0007625988218933344,0,0,3,0.07317073170731707,58.92758299887646,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_078_ppo_shield_lateral_maneuver_mono_trajectory.png
79,2,ppo_shield,stress_density,Stress Density,stereo,0040,4,2,27,9,0.0,0.0,1,0,goal_reached,23,30.041630560342625,24.041630560342615,0.0,0.8002771524685316,0.0,0.0,0.95,0.20131687748168284,0.4797230362892151,0,0,11,0.4782608695652174,33.210083998710616,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_079_ppo_shield_stress_density_stereo_trajectory.png
80,2,ppo_shield,stress_density,Stress Density,mono,0040,4,2,27,9,0.0,0.0,1,0,goal_reached,23,32.5269119345812,24.041630560342615,0.0,0.7391304347826083,0.0,0.0,0.95,0.010093100552497883,0.12022892385721207,0,0,8,0.34782608695652173,34.319334001338575,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_080_ppo_shield_stress_density_mono_trajectory.png
81,3,ppo_shield,baseline_open,Baseline Open,stereo,0020,2,1,38,46,0.0,0.0,1,0,goal_reached,54,71.81118318204304,57.62811813689564,0.0,0.8024950374485127,0.07652917744761163,0.43769291043281555,0.5123070895671844,0.1788537113027732,0.48704615235328674,0,0,18,0.3333333333333333,79.7625839986722,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_081_ppo_shield_baseline_open_stereo_trajectory.png
82,3,ppo_shield,baseline_open,Baseline Open,mono,0020,2,1,38,46,0.0,0.1527777761220932,1,0,goal_reached,45,60.740115370177584,57.62811813689564,0.0,0.9487653717100134,0.007292504827289477,0.16512343287467957,0.7848765671253204,0.08204035705019554,0.4383018910884857,0,0,8,0.17777777777777778,65.31941700086463,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_082_ppo_shield_baseline_open_mono_trajectory.png
83,3,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,10,7,47,4,0.0,0.0,1,0,goal_reached,37,52.32590180780449,37.12142238654117,0.0,0.7094272836976591,0.0,0.0,0.95,0.049303396032110224,0.44091132283210754,0,0,20,0.5405405405405406,53.36791599984281,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_083_ppo_shield_dense_corridor_stereo_trajectory.png
84,3,ppo_shield,dense_corridor,Dense Corridor,mono,0050,10,7,47,4,0.27681323885917664,0.0,1,0,goal_reached,37,52.32590180780449,37.12142238654117,0.0,0.7094272836976591,0.007284558917346753,0.27681323885917664,0.6731867611408233,0.020599854941455876,0.28662776947021484,0,0,20,0.5405405405405406,53.81079200014938,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_084_ppo_shield_dense_corridor_mono_trajectory.png
85,3,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,10,7,47,4,0.0,0.0,1,0,goal_reached,37,48.18376618407354,37.12142238654117,0.0,0.7704134675718048,0.0,0.0,0.95,0.07753443798547904,0.25635814666748047,0,0,25,0.6756756756756757,54.64658300115843,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_085_ppo_shield_obstacle_cluster_stereo_trajectory.png
86,3,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,10,7,47,4,0.27681323885917664,0.0,1,0,goal_reached,37,52.32590180780449,37.12142238654117,0.0,0.7094272836976591,0.007284558917346753,0.27681323885917664,0.6731867611408233,0.11015654541302804,0.40542465448379517,0,0,20,0.5405405405405406,54.55962500127498,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_086_ppo_shield_obstacle_cluster_mono_trajectory.png
87,3,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,2,1,45,38,0.0,0.3078703284263611,1,0,goal_reached,48,65.39696961966996,56.72741841473134,0.0,0.8674319122834246,0.08440806222746947,0.43711408972740173,0.5128859102725982,0.1273198437097452,0.4992618262767792,0,0,11,0.22916666666666666,95.42704100022092,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_087_ppo_shield_lateral_maneuver_stereo_trajectory.png
88,3,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,2,1,45,38,0.0,0.15740740299224854,1,0,goal_reached,43,59.154328932550676,56.72741841473134,0.0,0.9589732389562468,0.004191217605363239,0.15740740299224854,0.7925925970077514,0.03583613264792327,0.18360227346420288,0,0,5,0.11627906976744186,92.10424999764655,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_088_ppo_shield_lateral_maneuver_mono_trajectory.png
89,3,ppo_shield,stress_density,Stress Density,stereo,0040,2,1,29,9,0.0,0.0,1,0,goal_reached,27,30.313708498984763,28.160255680657446,0.0,0.9289610897195426,0.0,0.0,0.95,0.018782350727025405,0.0819784551858902,0,0,19,0.7037037037037037,44.832915998995304,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_089_ppo_shield_stress_density_stereo_trajectory.png
90,3,ppo_shield,stress_density,Stress Density,mono,0040,2,1,29,9,0.0,0.0,1,0,goal_reached,28,39.18376618407357,28.160255680657446,0.0,0.7186714913612188,0.0,0.0,0.95,0.0004336491428038526,0.0019976210314780474,0,0,10,0.35714285714285715,43.584749997535255,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_090_ppo_shield_stress_density_mono_trajectory.png
91,4,ppo_shield,baseline_open,Baseline Open,stereo,0020,1,2,39,45,0.0,0.0,1,0,goal_reached,51,69.22539674441613,57.38466694161429,0.0,0.8289539625678355,0.09915864834776865,0.45640426874160767,0.4935957312583923,0.025392230755931652,0.19850409030914307,0,0,13,0.2549019607843137,75.5940829985775,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_091_ppo_shield_baseline_open_stereo_trajectory.png
92,4,ppo_shield,baseline_open,Baseline Open,mono,0020,1,2,39,45,0.0,0.4484953284263611,1,0,goal_reached,43,58.740115370177584,57.38466694161429,0.0,0.9769246549820115,0.014151934534311295,0.4484953284263611,0.5015046715736389,0.08626456892453098,0.4610689580440521,0,0,5,0.11627906976744186,61.70612500136485,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_092_ppo_shield_baseline_open_mono_trajectory.png
93,4,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,9,9,48,2,0.0,0.0,1,0,goal_reached,39,55.154328932550676,39.6232255123179,0.0,0.7184064474934312,0.0,0.0,0.95,0.16410509234740403,0.4937126934528351,0,0,23,0.5897435897435898,56.91845799810835,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_093_ppo_shield_dense_corridor_stereo_trajectory.png
94,4,ppo_shield,dense_corridor,Dense Corridor,mono,0050,9,9,48,2,0.16666662693023682,0.0,1,0,goal_reached,41,57.154328932550676,39.6232255123179,0.0,0.6932672686801784,0.003968253022148495,0.16666662693023682,0.7833333730697631,0.18547577683265054,0.4937126934528351,0,0,24,0.5853658536585366,58.37354200048139,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_094_ppo_shield_dense_corridor_mono_trajectory.png
95,4,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,9,9,48,2,0.0,0.0,1,0,goal_reached,39,55.154328932550676,39.6232255123179,0.0,0.7184064474934312,0.0,0.0,0.95,0.1272525156586198,0.4048111140727997,0,0,23,0.5897435897435898,58.77433299974655,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_095_ppo_shield_obstacle_cluster_stereo_trajectory.png
96,4,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,9,9,48,2,0.16666662693023682,0.0,1,0,goal_reached,39,55.154328932550676,39.6232255123179,0.0,0.7184064474934312,0.004166665673255921,0.16666662693023682,0.7833333730697631,0.03318190905636129,0.1391017735004425,0,0,23,0.5897435897435898,55.67229100051918,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_096_ppo_shield_obstacle_cluster_mono_trajectory.png
97,4,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,1,2,46,37,0.0,0.0,1,0,goal_reached,47,64.81118318204304,57.0087712549569,0.0,0.8796131848855381,0.05675716584907301,0.3780863881111145,0.5719136118888855,0.09362225772214743,0.48822829127311707,0,0,9,0.19148936170212766,67.38554099865723,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_097_ppo_shield_lateral_maneuver_stereo_trajectory.png
98,4,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,1,2,46,37,0.0,0.11824844777584076,1,0,goal_reached,47,64.81118318204304,57.0087712549569,0.0,0.8796131848855381,0.003026137904574474,0.11824844777584076,0.8317515522241592,0.13126494499523744,0.48822829127311707,0,0,9,0.19148936170212766,67.46395799927996,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_098_ppo_shield_lateral_maneuver_mono_trajectory.png
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,1,2,29,9,0.0,0.0,1,0,goal_reached,28,30.899494936611667,28.861739379323623,0.0,0.9340521402868115,0.0,0.0,0.95,0.03889636349421427,0.143341526389122,0,0,21,0.75,40.79841699785902,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_099_ppo_shield_stress_density_stereo_trajectory.png
100,4,ppo_shield,stress_density,Stress Density,mono,0040,1,2,29,9,0.0,0.0,1,0,goal_reached,29,40.59797974644666,28.861739379323623,0.0,0.710915655399078,0.0,0.0,0.95,0.0019789907741092306,0.019349396228790283,0,0,11,0.3793103448275862,42.536291999567766,/Users/clintonimaro/Documents/Projects/uav-research/navigation/results/week05_collision_avoidance/final/trajectories/episode_100_ppo_shield_stress_density_mono_trajectory.png
